id,name,category,value,memo
29014,item_029014,A,113,memo_029014
29015,item_029015,B,114,memo_029015
29016,item_029016,C,115,memo_029016
29017,item_029017,A,116,memo_029017
29018,item_029018,B,117,memo_029018
29019,item_029019,C,118,memo_029019
29020,item_029020,A,119,memo_029020
29021,item_029021,B,120,memo_029021
29022,item_029022,C,121,memo_029022
29023,item_029023,A,122,memo_029023
29024,item_029024,B,123,memo_029024
29025,item_029025,C,124,memo_029025
29026,item_029026,A,125,memo_029026
29027,item_029027,B,126,memo_029027
29028,item_029028,C,127,memo_029028
29029,item_029029,A,128,memo_029029
29030,item_029030,B,129,memo_029030
29031,item_029031,C,130,memo_029031
29032,item_029032,A,131,memo_029032
29033,item_029033,B,132,memo_029033
29034,item_029034,C,133,memo_029034
29035,item_029035,A,134,memo_029035
29036,item_029036,B,135,memo_029036
29037,item_029037,C,136,memo_029037
29038,item_029038,A,137,memo_029038
29039,item_029039,B,138,memo_029039
29040,item_029040,C,139,memo_029040
29041,item_029041,A,140,memo_029041
29042,item_029042,B,141,memo_029042
29043,item_029043,C,142,memo_029043
29044,item_029044,A,143,memo_029044
29045,item_029045,B,144,memo_029045
29046,item_029046,C,145,memo_029046
29047,item_029047,A,146,memo_029047
29048,item_029048,B,147,memo_029048
29049,item_029049,C,148,memo_029049
29050,item_029050,A,149,memo_029050
29051,item_029051,B,150,memo_029051
29052,item_029052,C,151,memo_029052
29053,item_029053,A,152,memo_029053
29054,item_029054,B,153,memo_029054
29055,item_029055,C,154,memo_029055
29056,item_029056,A,155,memo_029056
29057,item_029057,B,156,memo_029057
29058,item_029058,C,157,memo_029058
29059,item_029059,A,158,memo_029059
29060,item_029060,B,159,memo_029060
29061,item_029061,C,160,memo_029061
29062,item_029062,A,161,memo_029062
29063,item_029063,B,162,memo_029063
29064,item_029064,C,163,memo_029064
29065,item_029065,A,164,memo_029065
29066,item_029066,B,165,memo_029066
29067,item_029067,C,166,memo_029067
29068,item_029068,A,167,memo_029068
29069,item_029069,B,168,memo_029069
29070,item_029070,C,169,memo_029070
29071,item_029071,A,170,memo_029071
29072,item_029072,B,171,memo_029072
29073,item_029073,C,172,memo_029073
29074,item_029074,A,173,memo_029074
29075,item_029075,B,174,memo_029075
29076,item_029076,C,175,memo_029076
29077,item_029077,A,176,memo_029077
29078,item_029078,B,177,memo_029078
29079,item_029079,C,178,memo_029079
29080,item_029080,A,179,memo_029080
29081,item_029081,B,180,memo_029081
29082,item_029082,C,181,memo_029082
29083,item_029083,A,182,memo_029083
29084,item_029084,B,183,memo_029084
29085,item_029085,C,184,memo_029085
29086,item_029086,A,185,memo_029086
29087,item_029087,B,186,memo_029087
29088,item_029088,C,187,memo_029088
29089,item_029089,A,188,memo_029089
29090,item_029090,B,189,memo_029090
29091,item_029091,C,190,memo_029091
29092,item_029092,A,191,memo_029092
29093,item_029093,B,192,memo_029093
29094,item_029094,C,193,memo_029094
29095,item_029095,A,194,memo_029095
29096,item_029096,B,195,memo_029096
29097,item_029097,C,196,memo_029097
29098,item_029098,A,197,memo_029098
29099,item_029099,B,198,memo_029099
29100,item_029100,C,199,memo_029100
29101,item_029101,A,200,memo_029101
29102,item_029102,B,201,memo_029102
29103,item_029103,C,202,memo_029103
29104,item_029104,A,203,memo_029104
29105,item_029105,B,204,memo_029105
29106,item_029106,C,205,memo_029106
29107,item_029107,A,206,memo_029107
29108,item_029108,B,207,memo_029108
29109,item_029109,C,208,memo_029109
29110,item_029110,A,209,memo_029110
29111,item_029111,B,210,memo_029111
29112,item_029112,C,211,memo_029112
29113,item_029113,A,212,memo_029113
29114,item_029114,B,213,memo_029114
29115,item_029115,C,214,memo_029115
29116,item_029116,A,215,memo_029116
29117,item_029117,B,216,memo_029117
29118,item_029118,C,217,memo_029118
29119,item_029119,A,218,memo_029119
29120,item_029120,B,219,memo_029120
29121,item_029121,C,220,memo_029121
29122,item_029122,A,221,memo_029122
29123,item_029123,B,222,memo_029123
29124,item_029124,C,223,memo_029124
29125,item_029125,A,224,memo_029125
29126,item_029126,B,225,memo_029126
29127,item_029127,C,226,memo_029127
29128,item_029128,A,227,memo_029128
29129,item_029129,B,228,memo_029129
29130,item_029130,C,229,memo_029130
29131,item_029131,A,230,memo_029131
29132,item_029132,B,231,memo_029132
29133,item_029133,C,232,memo_029133
29134,item_029134,A,233,memo_029134
29135,item_029135,B,234,memo_029135
29136,item_029136,C,235,memo_029136
29137,item_029137,A,236,memo_029137
29138,item_029138,B,237,memo_029138
29139,item_029139,C,238,memo_029139
29140,item_029140,A,239,memo_029140
29141,item_029141,B,240,memo_029141
29142,item_029142,C,241,memo_029142
29143,item_029143,A,242,memo_029143
29144,item_029144,B,243,memo_029144
29145,item_029145,C,244,memo_029145
29146,item_029146,A,245,memo_029146
29147,item_029147,B,246,memo_029147
29148,item_029148,C,247,memo_029148
29149,item_029149,A,248,memo_029149
29150,item_029150,B,249,memo_029150
29151,item_029151,C,250,memo_029151
29152,item_029152,A,251,memo_029152
29153,item_029153,B,252,memo_029153
29154,item_029154,C,253,memo_029154
29155,item_029155,A,254,memo_029155
29156,item_029156,B,255,memo_029156
29157,item_029157,C,256,memo_029157
29158,item_029158,A,257,memo_029158
29159,item_029159,B,258,memo_029159
29160,item_029160,C,259,memo_029160
29161,item_029161,A,260,memo_029161
29162,item_029162,B,261,memo_029162
29163,item_029163,C,262,memo_029163
29164,item_029164,A,263,memo_029164
29165,item_029165,B,264,memo_029165
29166,item_029166,C,265,memo_029166
29167,item_029167,A,266,memo_029167
29168,item_029168,B,267,memo_029168
29169,item_029169,C,268,memo_029169
29170,item_029170,A,269,memo_029170
29171,item_029171,B,270,memo_029171
29172,item_029172,C,271,memo_029172
29173,item_029173,A,272,memo_029173
29174,item_029174,B,273,memo_029174
29175,item_029175,C,274,memo_029175
29176,item_029176,A,275,memo_029176
29177,item_029177,B,276,memo_029177
29178,item_029178,C,277,memo_029178
29179,item_029179,A,278,memo_029179
29180,item_029180,B,279,memo_029180
29181,item_029181,C,280,memo_029181
29182,item_029182,A,281,memo_029182
29183,item_029183,B,282,memo_029183
29184,item_029184,C,283,memo_029184
29185,item_029185,A,284,memo_029185
29186,item_029186,B,285,memo_029186
29187,item_029187,C,286,memo_029187
29188,item_029188,A,287,memo_029188
29189,item_029189,B,288,memo_029189
29190,item_029190,C,289,memo_029190
29191,item_029191,A,290,memo_029191
29192,item_029192,B,291,memo_029192
29193,item_029193,C,292,memo_029193
29194,item_029194,A,293,memo_029194
29195,item_029195,B,294,memo_029195
29196,item_029196,C,295,memo_029196
29197,item_029197,A,296,memo_029197
29198,item_029198,B,297,memo_029198
29199,item_029199,C,298,memo_029199
29200,item_029200,A,299,memo_029200
29201,item_029201,B,300,memo_029201
29202,item_029202,C,301,memo_029202
29203,item_029203,A,302,memo_029203
29204,item_029204,B,303,memo_029204
29205,item_029205,C,304,memo_029205
29206,item_029206,A,305,memo_029206
29207,item_029207,B,306,memo_029207
29208,item_029208,C,307,memo_029208
29209,item_029209,A,308,memo_029209
29210,item_029210,B,309,memo_029210
29211,item_029211,C,310,memo_029211
29212,item_029212,A,311,memo_029212
29213,item_029213,B,312,memo_029213
29214,item_029214,C,313,memo_029214
29215,item_029215,A,314,memo_029215
29216,item_029216,B,315,memo_029216
29217,item_029217,C,316,memo_029217
29218,item_029218,A,317,memo_029218
29219,item_029219,B,318,memo_029219
29220,item_029220,C,319,memo_029220
29221,item_029221,A,320,memo_029221
29222,item_029222,B,321,memo_029222
29223,item_029223,C,322,memo_029223
29224,item_029224,A,323,memo_029224
29225,item_029225,B,324,memo_029225
29226,item_029226,C,325,memo_029226
29227,item_029227,A,326,memo_029227
29228,item_029228,B,327,memo_029228
29229,item_029229,C,328,memo_029229
29230,item_029230,A,329,memo_029230
29231,item_029231,B,330,memo_029231
29232,item_029232,C,331,memo_029232
29233,item_029233,A,332,memo_029233
29234,item_029234,B,333,memo_029234
29235,item_029235,C,334,memo_029235
29236,item_029236,A,335,memo_029236
29237,item_029237,B,336,memo_029237
29238,item_029238,C,337,memo_029238
29239,item_029239,A,338,memo_029239
29240,item_029240,B,339,memo_029240
29241,item_029241,C,340,memo_029241
29242,item_029242,A,341,memo_029242
29243,item_029243,B,342,memo_029243
29244,item_029244,C,343,memo_029244
29245,item_029245,A,344,memo_029245
29246,item_029246,B,345,memo_029246
29247,item_029247,C,346,memo_029247
29248,item_029248,A,347,memo_029248
29249,item_029249,B,348,memo_029249
29250,item_029250,C,349,memo_029250
29251,item_029251,A,350,memo_029251
29252,item_029252,B,351,memo_029252
29253,item_029253,C,352,memo_029253
29254,item_029254,A,353,memo_029254
29255,item_029255,B,354,memo_029255
29256,item_029256,C,355,memo_029256
29257,item_029257,A,356,memo_029257
29258,item_029258,B,357,memo_029258
29259,item_029259,C,358,memo_029259
29260,item_029260,A,359,memo_029260
29261,item_029261,B,360,memo_029261
29262,item_029262,C,361,memo_029262
29263,item_029263,A,362,memo_029263
29264,item_029264,B,363,memo_029264
29265,item_029265,C,364,memo_029265
29266,item_029266,A,365,memo_029266
29267,item_029267,B,366,memo_029267
29268,item_029268,C,367,memo_029268
29269,item_029269,A,368,memo_029269
29270,item_029270,B,369,memo_029270
29271,item_029271,C,370,memo_029271
29272,item_029272,A,371,memo_029272
29273,item_029273,B,372,memo_029273
29274,item_029274,C,373,memo_029274
29275,item_029275,A,374,memo_029275
29276,item_029276,B,375,memo_029276
29277,item_029277,C,376,memo_029277
29278,item_029278,A,377,memo_029278
29279,item_029279,B,378,memo_029279
29280,item_029280,C,379,memo_029280
29281,item_029281,A,380,memo_029281
29282,item_029282,B,381,memo_029282
29283,item_029283,C,382,memo_029283
29284,item_029284,A,383,memo_029284
29285,item_029285,B,384,memo_029285
29286,item_029286,C,385,memo_029286
29287,item_029287,A,386,memo_029287
29288,item_029288,B,387,memo_029288
29289,item_029289,C,388,memo_029289
29290,item_029290,A,389,memo_029290
29291,item_029291,B,390,memo_029291
29292,item_029292,C,391,memo_029292
29293,item_029293,A,392,memo_029293
29294,item_029294,B,393,memo_029294
29295,item_029295,C,394,memo_029295
29296,item_029296,A,395,memo_029296
29297,item_029297,B,396,memo_029297
29298,item_029298,C,397,memo_029298
29299,item_029299,A,398,memo_029299
29300,item_029300,B,399,memo_029300
29301,item_029301,C,400,memo_029301
29302,item_029302,A,401,memo_029302
29303,item_029303,B,402,memo_029303
29304,item_029304,C,403,memo_029304
29305,item_029305,A,404,memo_029305
29306,item_029306,B,405,memo_029306
29307,item_029307,C,406,memo_029307
29308,item_029308,A,407,memo_029308
29309,item_029309,B,408,memo_029309
29310,item_029310,C,409,memo_029310
29311,item_029311,A,410,memo_029311
29312,item_029312,B,411,memo_029312
29313,item_029313,C,412,memo_029313
29314,item_029314,A,413,memo_029314
29315,item_029315,B,414,memo_029315
29316,item_029316,C,415,memo_029316
29317,item_029317,A,416,memo_029317
29318,item_029318,B,417,memo_029318
29319,item_029319,C,418,memo_029319
29320,item_029320,A,419,memo_029320
29321,item_029321,B,420,memo_029321
29322,item_029322,C,421,memo_029322
29323,item_029323,A,422,memo_029323
29324,item_029324,B,423,memo_029324
29325,item_029325,C,424,memo_029325
29326,item_029326,A,425,memo_029326
29327,item_029327,B,426,memo_029327
29328,item_029328,C,427,memo_029328
29329,item_029329,A,428,memo_029329
29330,item_029330,B,429,memo_029330
29331,item_029331,C,430,memo_029331
29332,item_029332,A,431,memo_029332
29333,item_029333,B,432,memo_029333
29334,item_029334,C,433,memo_029334
29335,item_029335,A,434,memo_029335
29336,item_029336,B,435,memo_029336
29337,item_029337,C,436,memo_029337
29338,item_029338,A,437,memo_029338
29339,item_029339,B,438,memo_029339
29340,item_029340,C,439,memo_029340
29341,item_029341,A,440,memo_029341
29342,item_029342,B,441,memo_029342
29343,item_029343,C,442,memo_029343
29344,item_029344,A,443,memo_029344
29345,item_029345,B,444,memo_029345
29346,item_029346,C,445,memo_029346
29347,item_029347,A,446,memo_029347
29348,item_029348,B,447,memo_029348
29349,item_029349,C,448,memo_029349
29350,item_029350,A,449,memo_029350
29351,item_029351,B,450,memo_029351
29352,item_029352,C,451,memo_029352
29353,item_029353,A,452,memo_029353
29354,item_029354,B,453,memo_029354
29355,item_029355,C,454,memo_029355
29356,item_029356,A,455,memo_029356
29357,item_029357,B,456,memo_029357
29358,item_029358,C,457,memo_029358
29359,item_029359,A,458,memo_029359
29360,item_029360,B,459,memo_029360
29361,item_029361,C,460,memo_029361
29362,item_029362,A,461,memo_029362
29363,item_029363,B,462,memo_029363
29364,item_029364,C,463,memo_029364
29365,item_029365,A,464,memo_029365
29366,item_029366,B,465,memo_029366
29367,item_029367,C,466,memo_029367
29368,item_029368,A,467,memo_029368
29369,item_029369,B,468,memo_029369
29370,item_029370,C,469,memo_029370
29371,item_029371,A,470,memo_029371
29372,item_029372,B,471,memo_029372
29373,item_029373,C,472,memo_029373
29374,item_029374,A,473,memo_029374
29375,item_029375,B,474,memo_029375
29376,item_029376,C,475,memo_029376
29377,item_029377,A,476,memo_029377
29378,item_029378,B,477,memo_029378
29379,item_029379,C,478,memo_029379
29380,item_029380,A,479,memo_029380
29381,item_029381,B,480,memo_029381
29382,item_029382,C,481,memo_029382
29383,item_029383,A,482,memo_029383
29384,item_029384,B,483,memo_029384
29385,item_029385,C,484,memo_029385
29386,item_029386,A,485,memo_029386
29387,item_029387,B,486,memo_029387
29388,item_029388,C,487,memo_029388
29389,item_029389,A,488,memo_029389
29390,item_029390,B,489,memo_029390
29391,item_029391,C,490,memo_029391
29392,item_029392,A,491,memo_029392
29393,item_029393,B,492,memo_029393
29394,item_029394,C,493,memo_029394
29395,item_029395,A,494,memo_029395
29396,item_029396,B,495,memo_029396
29397,item_029397,C,496,memo_029397
29398,item_029398,A,497,memo_029398
29399,item_029399,B,498,memo_029399
29400,item_029400,C,499,memo_029400
29401,item_029401,A,500,memo_029401
29402,item_029402,B,501,memo_029402
29403,item_029403,C,502,memo_029403
29404,item_029404,A,503,memo_029404
29405,item_029405,B,504,memo_029405
29406,item_029406,C,505,memo_029406
29407,item_029407,A,506,memo_029407
29408,item_029408,B,507,memo_029408
29409,item_029409,C,508,memo_029409
29410,item_029410,A,509,memo_029410
29411,item_029411,B,510,memo_029411
29412,item_029412,C,511,memo_029412
29413,item_029413,A,512,memo_029413
29414,item_029414,B,513,memo_029414
29415,item_029415,C,514,memo_029415
29416,item_029416,A,515,memo_029416
29417,item_029417,B,516,memo_029417
29418,item_029418,C,517,memo_029418
29419,item_029419,A,518,memo_029419
29420,item_029420,B,519,memo_029420
29421,item_029421,C,520,memo_029421
29422,item_029422,A,521,memo_029422
29423,item_029423,B,522,memo_029423
29424,item_029424,C,523,memo_029424
29425,item_029425,A,524,memo_029425
29426,item_029426,B,525,memo_029426
29427,item_029427,C,526,memo_029427
29428,item_029428,A,527,memo_029428
29429,item_029429,B,528,memo_029429
29430,item_029430,C,529,memo_029430
29431,item_029431,A,530,memo_029431
29432,item_029432,B,531,memo_029432
29433,item_029433,C,532,memo_029433
29434,item_029434,A,533,memo_029434
29435,item_029435,B,534,memo_029435
29436,item_029436,C,535,memo_029436
29437,item_029437,A,536,memo_029437
29438,item_029438,B,537,memo_029438
29439,item_029439,C,538,memo_029439
29440,item_029440,A,539,memo_029440
29441,item_029441,B,540,memo_029441
29442,item_029442,C,541,memo_029442
29443,item_029443,A,542,memo_029443
29444,item_029444,B,543,memo_029444
29445,item_029445,C,544,memo_029445
29446,item_029446,A,545,memo_029446
29447,item_029447,B,546,memo_029447
29448,item_029448,C,547,memo_029448
29449,item_029449,A,548,memo_029449
29450,item_029450,B,549,memo_029450
29451,item_029451,C,550,memo_029451
29452,item_029452,A,551,memo_029452
29453,item_029453,B,552,memo_029453
29454,item_029454,C,553,memo_029454
29455,item_029455,A,554,memo_029455
29456,item_029456,B,555,memo_029456
29457,item_029457,C,556,memo_029457
29458,item_029458,A,557,memo_029458
29459,item_029459,B,558,memo_029459
29460,item_029460,C,559,memo_029460
29461,item_029461,A,560,memo_029461
29462,item_029462,B,561,memo_029462
29463,item_029463,C,562,memo_029463
29464,item_029464,A,563,memo_029464
29465,item_029465,B,564,memo_029465
29466,item_029466,C,565,memo_029466
29467,item_029467,A,566,memo_029467
29468,item_029468,B,567,memo_029468
29469,item_029469,C,568,memo_029469
29470,item_029470,A,569,memo_029470
29471,item_029471,B,570,memo_029471
29472,item_029472,C,571,memo_029472
29473,item_029473,A,572,memo_029473
29474,item_029474,B,573,memo_029474
29475,item_029475,C,574,memo_029475
29476,item_029476,A,575,memo_029476
29477,item_029477,B,576,memo_029477
29478,item_029478,C,577,memo_029478
29479,item_029479,A,578,memo_029479
29480,item_029480,B,579,memo_029480
29481,item_029481,C,580,memo_029481
29482,item_029482,A,581,memo_029482
29483,item_029483,B,582,memo_029483
29484,item_029484,C,583,memo_029484
29485,item_029485,A,584,memo_029485
29486,item_029486,B,585,memo_029486
29487,item_029487,C,586,memo_029487
29488,item_029488,A,587,memo_029488
29489,item_029489,B,588,memo_029489
29490,item_029490,C,589,memo_029490
29491,item_029491,A,590,memo_029491
29492,item_029492,B,591,memo_029492
29493,item_029493,C,592,memo_029493
29494,item_029494,A,593,memo_029494
29495,item_029495,B,594,memo_029495
29496,item_029496,C,595,memo_029496
29497,item_029497,A,596,memo_029497
29498,item_029498,B,597,memo_029498
29499,item_029499,C,598,memo_029499
29500,item_029500,A,599,memo_029500
29501,item_029501,B,600,memo_029501
29502,item_029502,C,601,memo_029502
29503,item_029503,A,602,memo_029503
29504,item_029504,B,603,memo_029504
29505,item_029505,C,604,memo_029505
29506,item_029506,A,605,memo_029506
29507,item_029507,B,606,memo_029507
29508,item_029508,C,607,memo_029508
29509,item_029509,A,608,memo_029509
29510,item_029510,B,609,memo_029510
29511,item_029511,C,610,memo_029511
29512,item_029512,A,611,memo_029512
29513,item_029513,B,612,memo_029513
29514,item_029514,C,613,memo_029514
29515,item_029515,A,614,memo_029515
29516,item_029516,B,615,memo_029516
29517,item_029517,C,616,memo_029517
29518,item_029518,A,617,memo_029518
29519,item_029519,B,618,memo_029519
29520,item_029520,C,619,memo_029520
29521,item_029521,A,620,memo_029521
29522,item_029522,B,621,memo_029522
29523,item_029523,C,622,memo_029523
29524,item_029524,A,623,memo_029524
29525,item_029525,B,624,memo_029525
29526,item_029526,C,625,memo_029526
29527,item_029527,A,626,memo_029527
29528,item_029528,B,627,memo_029528
29529,item_029529,C,628,memo_029529
29530,item_029530,A,629,memo_029530
29531,item_029531,B,630,memo_029531
29532,item_029532,C,631,memo_029532
29533,item_029533,A,632,memo_029533
29534,item_029534,B,633,memo_029534
29535,item_029535,C,634,memo_029535
29536,item_029536,A,635,memo_029536
29537,item_029537,B,636,memo_029537
29538,item_029538,C,637,memo_029538
29539,item_029539,A,638,memo_029539
29540,item_029540,B,639,memo_029540
29541,item_029541,C,640,memo_029541
29542,item_029542,A,641,memo_029542
29543,item_029543,B,642,memo_029543
29544,item_029544,C,643,memo_029544
29545,item_029545,A,644,memo_029545
29546,item_029546,B,645,memo_029546
29547,item_029547,C,646,memo_029547
29548,item_029548,A,647,memo_029548
29549,item_029549,B,648,memo_029549
29550,item_029550,C,649,memo_029550
29551,item_029551,A,650,memo_029551
29552,item_029552,B,651,memo_029552
29553,item_029553,C,652,memo_029553
29554,item_029554,A,653,memo_029554
29555,item_029555,B,654,memo_029555
29556,item_029556,C,655,memo_029556
29557,item_029557,A,656,memo_029557
29558,item_029558,B,657,memo_029558
29559,item_029559,C,658,memo_029559
29560,item_029560,A,659,memo_029560
29561,item_029561,B,660,memo_029561
29562,item_029562,C,661,memo_029562
29563,item_029563,A,662,memo_029563
29564,item_029564,B,663,memo_029564
29565,item_029565,C,664,memo_029565
29566,item_029566,A,665,memo_029566
29567,item_029567,B,666,memo_029567
29568,item_029568,C,667,memo_029568
29569,item_029569,A,668,memo_029569
29570,item_029570,B,669,memo_029570
29571,item_029571,C,670,memo_029571
29572,item_029572,A,671,memo_029572
29573,item_029573,B,672,memo_029573
29574,item_029574,C,673,memo_029574
29575,item_029575,A,674,memo_029575
29576,item_029576,B,675,memo_029576
29577,item_029577,C,676,memo_029577
29578,item_029578,A,677,memo_029578
29579,item_029579,B,678,memo_029579
29580,item_029580,C,679,memo_029580
29581,item_029581,A,680,memo_029581
29582,item_029582,B,681,memo_029582
29583,item_029583,C,682,memo_029583
29584,item_029584,A,683,memo_029584
29585,item_029585,B,684,memo_029585
29586,item_029586,C,685,memo_029586
29587,item_029587,A,686,memo_029587
29588,item_029588,B,687,memo_029588
29589,item_029589,C,688,memo_029589
29590,item_029590,A,689,memo_029590
29591,item_029591,B,690,memo_029591
29592,item_029592,C,691,memo_029592
29593,item_029593,A,692,memo_029593
29594,item_029594,B,693,memo_029594
29595,item_029595,C,694,memo_029595
29596,item_029596,A,695,memo_029596
29597,item_029597,B,696,memo_029597
29598,item_029598,C,697,memo_029598
29599,item_029599,A,698,memo_029599
29600,item_029600,B,699,memo_029600
29601,item_029601,C,700,memo_029601
29602,item_029602,A,701,memo_029602
29603,item_029603,B,702,memo_029603
29604,item_029604,C,703,memo_029604
29605,item_029605,A,704,memo_029605
29606,item_029606,B,705,memo_029606
29607,item_029607,C,706,memo_029607
29608,item_029608,A,707,memo_029608
29609,item_029609,B,708,memo_029609
29610,item_029610,C,709,memo_029610
29611,item_029611,A,710,memo_029611
29612,item_029612,B,711,memo_029612
29613,item_029613,C,712,memo_029613
29614,item_029614,A,713,memo_029614
29615,item_029615,B,714,memo_029615
29616,item_029616,C,715,memo_029616
29617,item_029617,A,716,memo_029617
29618,item_029618,B,717,memo_029618
29619,item_029619,C,718,memo_029619
29620,item_029620,A,719,memo_029620
29621,item_029621,B,720,memo_029621
29622,item_029622,C,721,memo_029622
29623,item_029623,A,722,memo_029623
29624,item_029624,B,723,memo_029624
29625,item_029625,C,724,memo_029625
29626,item_029626,A,725,memo_029626
29627,item_029627,B,726,memo_029627
29628,item_029628,C,727,memo_029628
29629,item_029629,A,728,memo_029629
29630,item_029630,B,729,memo_029630
29631,item_029631,C,730,memo_029631
29632,item_029632,A,731,memo_029632
29633,item_029633,B,732,memo_029633
29634,item_029634,C,733,memo_029634
29635,item_029635,A,734,memo_029635
29636,item_029636,B,735,memo_029636
29637,item_029637,C,736,memo_029637
29638,item_029638,A,737,memo_029638
29639,item_029639,B,738,memo_029639
29640,item_029640,C,739,memo_029640
29641,item_029641,A,740,memo_029641
29642,item_029642,B,741,memo_029642
29643,item_029643,C,742,memo_029643
29644,item_029644,A,743,memo_029644
29645,item_029645,B,744,memo_029645
29646,item_029646,C,745,memo_029646
29647,item_029647,A,746,memo_029647
29648,item_029648,B,747,memo_029648
29649,item_029649,C,748,memo_029649
29650,item_029650,A,749,memo_029650
29651,item_029651,B,750,memo_029651
29652,item_029652,C,751,memo_029652
29653,item_029653,A,752,memo_029653
29654,item_029654,B,753,memo_029654
29655,item_029655,C,754,memo_029655
29656,item_029656,A,755,memo_029656
29657,item_029657,B,756,memo_029657
29658,item_029658,C,757,memo_029658
29659,item_029659,A,758,memo_029659
29660,item_029660,B,759,memo_029660
29661,item_029661,C,760,memo_029661
29662,item_029662,A,761,memo_029662
29663,item_029663,B,762,memo_029663
29664,item_029664,C,763,memo_029664
29665,item_029665,A,764,memo_029665
29666,item_029666,B,765,memo_029666
29667,item_029667,C,766,memo_029667
29668,item_029668,A,767,memo_029668
29669,item_029669,B,768,memo_029669
29670,item_029670,C,769,memo_029670
29671,item_029671,A,770,memo_029671
29672,item_029672,B,771,memo_029672
29673,item_029673,C,772,memo_029673
29674,item_029674,A,773,memo_029674
29675,item_029675,B,774,memo_029675
29676,item_029676,C,775,memo_029676
29677,item_029677,A,776,memo_029677
29678,item_029678,B,777,memo_029678
29679,item_029679,C,778,memo_029679
29680,item_029680,A,779,memo_029680
29681,item_029681,B,780,memo_029681
29682,item_029682,C,781,memo_029682
29683,item_029683,A,782,memo_029683
29684,item_029684,B,783,memo_029684
29685,item_029685,C,784,memo_029685
29686,item_029686,A,785,memo_029686
29687,item_029687,B,786,memo_029687
29688,item_029688,C,787,memo_029688
29689,item_029689,A,788,memo_029689
29690,item_029690,B,789,memo_029690
29691,item_029691,C,790,memo_029691
29692,item_029692,A,791,memo_029692
29693,item_029693,B,792,memo_029693
29694,item_029694,C,793,memo_029694
29695,item_029695,A,794,memo_029695
29696,item_029696,B,795,memo_029696
29697,item_029697,C,796,memo_029697
29698,item_029698,A,797,memo_029698
29699,item_029699,B,798,memo_029699
29700,item_029700,C,799,memo_029700
29701,item_029701,A,800,memo_029701
29702,item_029702,B,801,memo_029702
29703,item_029703,C,802,memo_029703
29704,item_029704,A,803,memo_029704
29705,item_029705,B,804,memo_029705
29706,item_029706,C,805,memo_029706
29707,item_029707,A,806,memo_029707
29708,item_029708,B,807,memo_029708
29709,item_029709,C,808,memo_029709
29710,item_029710,A,809,memo_029710
29711,item_029711,B,810,memo_029711
29712,item_029712,C,811,memo_029712
29713,item_029713,A,812,memo_029713
29714,item_029714,B,813,memo_029714
29715,item_029715,C,814,memo_029715
29716,item_029716,A,815,memo_029716
29717,item_029717,B,816,memo_029717
29718,item_029718,C,817,memo_029718
29719,item_029719,A,818,memo_029719
29720,item_029720,B,819,memo_029720
29721,item_029721,C,820,memo_029721
29722,item_029722,A,821,memo_029722
29723,item_029723,B,822,memo_029723
29724,item_029724,C,823,memo_029724
29725,item_029725,A,824,memo_029725
29726,item_029726,B,825,memo_029726
29727,item_029727,C,826,memo_029727
29728,item_029728,A,827,memo_029728
29729,item_029729,B,828,memo_029729
29730,item_029730,C,829,memo_029730
29731,item_029731,A,830,memo_029731
29732,item_029732,B,831,memo_029732
29733,item_029733,C,832,memo_029733
29734,item_029734,A,833,memo_029734
29735,item_029735,B,834,memo_029735
29736,item_029736,C,835,memo_029736
29737,item_029737,A,836,memo_029737
29738,item_029738,B,837,memo_029738
29739,item_029739,C,838,memo_029739
29740,item_029740,A,839,memo_029740
29741,item_029741,B,840,memo_029741
29742,item_029742,C,841,memo_029742
29743,item_029743,A,842,memo_029743
29744,item_029744,B,843,memo_029744
29745,item_029745,C,844,memo_029745
29746,item_029746,A,845,memo_029746
29747,item_029747,B,846,memo_029747
29748,item_029748,C,847,memo_029748
29749,item_029749,A,848,memo_029749
29750,item_029750,B,849,memo_029750
29751,item_029751,C,850,memo_029751
29752,item_029752,A,851,memo_029752
29753,item_029753,B,852,memo_029753
29754,item_029754,C,853,memo_029754
29755,item_029755,A,854,memo_029755
29756,item_029756,B,855,memo_029756
29757,item_029757,C,856,memo_029757
29758,item_029758,A,857,memo_029758
29759,item_029759,B,858,memo_029759
29760,item_029760,C,859,memo_029760
29761,item_029761,A,860,memo_029761
29762,item_029762,B,861,memo_029762
29763,item_029763,C,862,memo_029763
29764,item_029764,A,863,memo_029764
29765,item_029765,B,864,memo_029765
29766,item_029766,C,865,memo_029766
29767,item_029767,A,866,memo_029767
29768,item_029768,B,867,memo_029768
29769,item_029769,C,868,memo_029769
29770,item_029770,A,869,memo_029770
29771,item_029771,B,870,memo_029771
29772,item_029772,C,871,memo_029772
29773,item_029773,A,872,memo_029773
29774,item_029774,B,873,memo_029774
29775,item_029775,C,874,memo_029775
29776,item_029776,A,875,memo_029776
29777,item_029777,B,876,memo_029777
29778,item_029778,C,877,memo_029778
29779,item_029779,A,878,memo_029779
29780,item_029780,B,879,memo_029780
29781,item_029781,C,880,memo_029781
29782,item_029782,A,881,memo_029782
29783,item_029783,B,882,memo_029783
29784,item_029784,C,883,memo_029784
29785,item_029785,A,884,memo_029785
29786,item_029786,B,885,memo_029786
29787,item_029787,C,886,memo_029787
29788,item_029788,A,887,memo_029788
29789,item_029789,B,888,memo_029789
29790,item_029790,C,889,memo_029790
